"","Nationals","Liberals","Labor"
"giggl",0,0,1
"gil",0,0,1
"gilfer",0,0,3
"gillard",0,0,4
"gilloarvo",0,0,2
"giraff",0,0,2
"gleitzman",0,0,1
"glenelg",0,0,1
"glennbutchermp",0,0,2
"glenroy",0,0,1
"globalprogresmb",0,0,1
"goalbal",0,0,1
"golden",0,0,2
"golf",0,0,1
"gomatilda",0,0,1
"gop",0,0,1
"gordican",0,0,1
"gorgeous",0,0,1
"gorman",0,0,1
"gosl",0,0,2
"gosnel",0,0,1
"gosocceroo",0,0,1
"gospel",0,0,1
"gotten",0,0,1
"goug",0,0,1
"governmen",0,0,1
"governor",0,0,2
"gqaustralia",0,0,2
"gqmoti",0,0,1
"grace",0,0,1
"graceaforrest",0,0,1
"gradual",0,0,1
"grah",0,0,1
"graham",0,0,1
"grandfath",0,0,6
"graph",0,0,1
"grattan",0,0,1
"grave",0,0,1
"gravi",0,0,1
"greaterbendigo",0,0,2
"greed",0,0,1
"greenhil",0,0,1
"greenj",0,0,1
"gregclarkc",0,0,1
"grey",0,0,2
"greyhound",0,0,1
"grhutchen",0,0,5
"griffith",0,0,1
"griffithuni",0,0,1
"griffithunivc",0,0,1
"grinderman",0,0,3
"grip",0,0,1
"grit",0,0,2
"gro",0,0,1
"grogsgamut",0,0,10
"grossli",0,0,1
"grove",0,0,2
"grown",0,0,4
"guardian",0,0,1
"guid",0,0,1
"gulli",0,0,1
"gunna",0,0,1
"gunston",0,0,1
"gust",0,0,1
"haha",0,0,1
"hail",0,0,1
"hailmarx",0,0,1
"hair",0,0,1
"hal",0,0,1
"hall",0,0,2
"hallraelen",0,0,1
"handbrak",0,0,4
"handi",0,0,2
"hangar",0,0,1
"hanson",0,0,3
"har",0,0,1
"harden",0,0,1
"hardship",0,0,1
"harm",0,0,1
"harri",0,0,1
"hashtag",0,0,2
"hat",0,0,1
"hav",0,0,1
"havelock",0,0,1
"haven",0,0,2
"havenhomesaf",0,0,1
"haydenjohnson",0,0,1
"hazard",0,0,1
"hbrown",0,0,1
"headlin",0,0,1
"heali",0,0,1
"healthyclim",0,0,1
"heartbreak",0,0,1
"heathrafteri",0,0,1
"hed",0,0,1
"height",0,0,1
"hel",0,0,2
"hell",0,0,3
"helpin",0,0,1
"helplin",0,0,4
"henri",0,0,2
"heritag",0,0,14
"heyracheddi",0,0,1
"heyycourtt",0,0,1
"highrank",0,0,1
"hijack",0,0,1
"histor",0,0,4
"historian",0,0,2
"hmriaustralia",0,0,5
"hmriaward",0,0,2
"hobart",0,0,1
"hol",0,0,1
"holiday",0,0,3
"hollow",0,0,1
"holocaust",0,0,1
"homebuy",0,0,1
"homedeliv",0,0,1
"honor",0,0,1
"hook",0,0,1
"hopeless",0,0,1
"horrigandixon",0,0,1
"hospo",0,0,1
"hostil",0,0,1
"hotel",0,0,3
"household",0,0,20
"how",0,0,1
"howard",0,0,1
"httpstcoaaiallrag",0,0,1
"httpstcoacnwsjjz",0,0,1
"httpstcoafakzx",0,0,1
"httpstcoahuqwglp",0,0,1
"httpstcoaigrlp",0,0,1
"httpstcoainacu",0,0,1
"httpstcoajesklp",0,0,1
"httpstcoaknfbqdv",0,0,1
"httpstcoalajhzfaym",0,0,1
"httpstcoamikwdea",0,0,2
"httpstcoamjclhszw",0,0,1
"httpstcoamqgjdpd",0,0,1
"httpstcoamwanhz",0,0,1
"httpstcoapabbdgu",0,0,6
"httpstcoaptbxxumwh",0,0,1
"httpstcoarpigntt",0,0,1
"httpstcoasfwmkai",0,0,1
"httpstcoasjnpgyv",0,0,1
"httpstcoavcehqfca",0,0,3
"httpstcoavlnngad",0,0,1
"httpstcoawbwdxtlki",0,0,1
"httpstcoawfgoem",0,0,1
"httpstcoaxfmhec",0,0,1
"httpstcoayaeyifa",0,0,1
"httpstcoayuanyjd",0,0,1
"httpstcoaywzryl",0,0,1
"httpstcobbwjylfix",0,0,1
"httpstcobcflnvqpqf",0,0,1
"httpstcobdzrydw",0,0,1
"httpstcobexgairav",0,0,1
"httpstcobftchcupm",0,0,1
"httpstcobgxmbkvso",0,0,1
"httpstcobhgkdxwvsu",0,0,1
"httpstcobhknkrwmg",0,0,1
"httpstcobigiadg",0,0,1
"httpstcobivpqfvz",0,0,1
"httpstcobjfxqrtz",0,0,1
"httpstcobkjjykbsk",0,0,1
"httpstcoblguaub",0,0,1
"httpstcoblwc",0,0,1
"httpstcobnhdema",0,0,1
"httpstcoboodzc",0,0,1
"httpstcobpifbpp",0,0,1
"httpstcobpugtxhqc",0,0,1
"httpstcobriqxkanzl",0,0,1
"httpstcobrqvbdmqg",0,0,1
"httpstcobrrzlobqqt",0,0,1
"httpstcobsffaxfu",0,0,1
"httpstcobsihf",0,0,1
"httpstcobsyib",0,0,1
"httpstcobttqruijf",0,0,1
"httpstcobtxueadkx",0,0,1
"httpstcobuubnfgm",0,0,1
"httpstcobwftxmcslp",0,0,1
"httpstcobygewgrwt",0,0,1
"httpstcobykcqldkc",0,0,1
"httpstcobyzhqlum",0,0,1
"httpstcobzexpkchd",0,0,1
"httpstcocajbygpez",0,0,2
"httpstcocbvjeieh",0,0,1
"httpstcocckwcakrc",0,0,1
"httpstcoccplrgdpl",0,0,1
"httpstcocdehkxspki",0,0,1
"httpstcocdkjvdsnx",0,0,1
"httpstcocevcktbxw",0,0,1
"httpstcocfhzxdixk",0,0,1
"httpstcociycfqcek",0,0,1
"httpstcocjntradlu",0,0,1
"httpstcockguhdrbct",0,0,1
"httpstcocleoppgr",0,0,1
"httpstcoclmovawfz",0,0,1
"httpstcocnrjmoxix",0,0,1
"httpstcocnxpfror",0,0,1
"httpstcocpfqzngwsw",0,0,1
"httpstcocqdfodvjv",0,0,1
"httpstcocqrkeowi",0,0,1
"httpstcocrhgphj",0,0,1
"httpstcocsadalmix",0,0,1
"httpstcoctgnwxvg",0,0,1
"httpstcoctjtcjuw",0,0,1
"httpstcoctoxivqwm",0,0,1
"httpstcoctqrrokm",0,0,2
"httpstcocuxpmqz",0,0,12
"httpstcocvqwxwvqf",0,0,1
"httpstcocwbktmdmu",0,0,1
"httpstcocxscii",0,0,1
"httpstcocxsyztsk",0,0,1
"httpstcocyczqunfph",0,0,1
"httpstcocyzjksyq",0,0,1
"httpstcodalzmdkn",0,0,1
"httpstcodbiuowumu",0,0,1
"httpstcodbvncyy",0,0,1
"httpstcodbzyamcqip",0,0,1
"httpstcodcijwui",0,0,1
"httpstcodduevwqt",0,0,1
"httpstcodeukmutufb",0,0,1
"httpstcodfvi",0,0,1
"httpstcodgdtlzfp",0,0,1
"httpstcodghcgcydhx",0,0,1
"httpstcodijgggcgmf",0,0,1
"httpstcodjufjv",0,0,1
"httpstcodlqiszaz",0,0,1
"httpstcodmadtuwcz",0,0,1
"httpstcodmngswm",0,0,1
"httpstcodogdxxoqr",0,0,1
"httpstcodojhdkw",0,0,1
"httpstcodpevxydu",0,0,1
"httpstcodqbmcuzt",0,0,1
"httpstcodqlhobofg",0,0,1
"httpstcodrdeurhsi",0,0,1
"httpstcodrsxyistl",0,0,1
"httpstcodsdlhwryq",0,0,1
"httpstcodseypz",0,0,1
"httpstcodslfzyvd",0,0,1
"httpstcodsxjqsxka",0,0,1
"httpstcodsyatr",0,0,1
"httpstcodxfqnqxib",0,0,1
"httpstcodylblvta",0,0,2
"httpstcodynfsrkpli",0,0,1
"httpstcoeauucntg",0,0,1
"httpstcoebkoqjdhk",0,0,1
"httpstcoebsfuorhr",0,0,1
"httpstcoeccqbpnjz",0,0,1
"httpstcoeckvfcjk",0,0,1
"httpstcoedadjejoxv",0,0,1
"httpstcoeesnslvr",0,0,1
"httpstcoeevliswlk",0,0,1
"httpstcoefdpfvmob",0,0,1
"httpstcoegacmggx",0,0,1
"httpstcoehumprtiki",0,0,1
"httpstcoeiipfkyjzm",0,0,1
"httpstcoejfcgnfl",0,0,2
"httpstcoejqlhtpt",0,0,1
"httpstcoejtwiomi",0,0,1
"httpstcoejwhaaehv",0,0,1
"httpstcoejzlfiltq",0,0,1
"httpstcoempxdlsu",0,0,1
"httpstcoepdhlyofr",0,0,1
"httpstcoeqgmlzh",0,0,1
"httpstcoersnbqtprh",0,0,1
"httpstcoesuecezwma",0,0,1
"httpstcoetvrmpkpi",0,0,1
"httpstcoetvwvgxl",0,0,1
"httpstcoetzwdjex",0,0,1
"httpstcoeulipyq",0,0,1
"httpstcoeuwnpd",0,0,1
"httpstcoexbvvykwz",0,0,1
"httpstcoeytlkeoph",0,0,1
"httpstcoezabnwcmm",0,0,1
"httpstcoezmsxhh",0,0,1
"httpstcofagqrunobd",0,0,1
"httpstcofahxiauwd",0,0,1
"httpstcofautxasvh",0,0,1
"httpstcofbevjjteh",0,0,1
"httpstcofbfcbehh",0,0,1
"httpstcofdmjjypto",0,0,1
"httpstcofdtswfw",0,0,1
"httpstcofdwpdnmnh",0,0,1
"httpstcofeuxggdha",0,0,1
"httpstcoffjliygxt",0,0,1
"httpstcofgawnqxud",0,0,1
"httpstcofglbkiu",0,0,1
"httpstcofiiflimez",0,0,1
"httpstcofikzdgr",0,0,1
"httpstcofjaawcgvfp",0,0,1
"httpstcofjejojrup",0,0,1
"httpstcofjqwnnsf",0,0,1
"httpstcofkqnjck",0,0,1
"httpstcofliazorynh",0,0,1
"httpstcofmopwvgzka",0,0,1
"httpstcofokizrug",0,0,1
"httpstcofphyymhyl",0,0,2
"httpstcofqnnfmhkxc",0,0,1
"httpstcofqntpiknqp",0,0,1
"httpstcofqtqbavinh",0,0,1
"httpstcofumccal",0,0,1
"httpstcofvvrgiqh",0,0,1
"httpstcofwkfydqx",0,0,1
"httpstcofxikugc",0,0,1
"httpstcofycdxdl",0,0,1
"httpstcofyoqb",0,0,1
"httpstcofzbcnkhzj",0,0,1
"httpstcogadnseaap",0,0,1
"httpstcogagqwi",0,0,1
"httpstcogajch",0,0,1
"httpstcogarpnej",0,0,1
"httpstcogayngqwtt",0,0,1
"httpstcogbtkjvap",0,0,1
"httpstcogdexccj",0,0,1
"httpstcogdqsw",0,0,1
"httpstcoggedlfcon",0,0,1
"httpstcogghkfbxa",0,0,1
"httpstcoggtbvsduw",0,0,1
"httpstcoghdvfibgo",0,0,1
"httpstcoghpgenzxi",0,0,2
"httpstcoginxxyv",0,0,1
"httpstcogjnilmua",0,0,1
"httpstcogkwyvpwit",0,0,4
"httpstcogldmywmwp",0,0,1
"httpstcoglpfipjw",0,0,1
"httpstcogmztnmus",0,0,1
"httpstcogpc",0,0,1
"httpstcogscnrxflh",0,0,1
"httpstcogscpqpgeqi",0,0,1
"httpstcogsignjox",0,0,1
"httpstcogsvktbtgez",0,0,1
"httpstcoguhubqvu",0,0,1
"httpstcogujbebqz",0,0,1
"httpstcogwncc",0,0,1
"httpstcogwzmiuryyh",0,0,1
"httpstcogwzyalz",0,0,1
"httpstcogxqvfwefq",0,0,1
"httpstcogxzokbjtx",0,0,1
"httpstcogyzmjnwyk",0,0,1
"httpstcohaprsbxba",0,0,1
"httpstcohbmfyaqg",0,0,1
"httpstcohcaiwpu",0,0,1
"httpstcohfxqrbqd",0,0,1
"httpstcohgfrojxv",0,0,1
"httpstcohgzwkz",0,0,1
"httpstcohhfevp",0,0,1
"httpstcohilaoqgu",0,0,1
"httpstcohipugrax",0,0,1
"httpstcohjbcshlr",0,0,1
"httpstcohjmftqlcm",0,0,1
"httpstcohjqzzsq",0,0,1
"httpstcohkgabyjapp",0,0,1
"httpstcohlegvbyux",0,0,1
"httpstcohmblubawnx",0,0,1
"httpstcohmbyibktf",0,0,1
"httpstcohmhidfdzp",0,0,1
"httpstcohodpckt",0,0,1
"httpstcohpazth",0,0,1
"httpstcohpwgj",0,0,1
"httpstcohqfkyqrh",0,0,1
"httpstcohryvfogf",0,0,1
"httpstcohtdjrjbcm",0,0,1
"httpstcohtwiqnudtb",0,0,1
"httpstcohvkqektauk",0,0,1
"httpstcohvqegfqld",0,0,1
"httpstcohwggtoh",0,0,1
"httpstcohwwpavp",0,0,1
"httpstcohxmsammz",0,0,1
"httpstcohyjvjemta",0,0,1
"httpstcohypsffc",0,0,1
"httpstcoievelw",0,0,1
"httpstcoifvcmmwsxq",0,0,1
"httpstcoignwcxhap",0,0,1
"httpstcoiheesnszu",0,0,1
"httpstcoihmtqzodkt",0,0,6
"httpstcoihvlwkbvx",0,0,1
"httpstcoihyjctx",0,0,1
"httpstcoikmczejia",0,0,1
"httpstcoilcgrztmi",0,0,1
"httpstcoimjnvdmywp",0,0,1
"httpstcoinhabtp",0,0,1
"httpstcoinpxwaevj",0,0,1
"httpstcoipddpypd",0,0,1
"httpstcoipsrearp",0,0,1
"httpstcoipzcxupsd",0,0,1
"httpstcoiqggptrdw",0,0,1
"httpstcoissafrcgrv",0,0,1
"httpstcoitqazpbckr",0,0,1
"httpstcoixeguof",0,0,1
"httpstcoixoiksprc",0,0,1
"httpstcoizbtcxtp",0,0,1
"httpstcoizuquevdg",0,0,1
"httpstcojagiznj",0,0,1
"httpstcojbrdcoakm",0,0,1
"httpstcojcubgxf",0,0,2
"httpstcojdalbcfo",0,0,1
"httpstcojdkoxdphbq",0,0,1
"httpstcojdnzd",0,0,1
"httpstcojdtgxzqf",0,0,1
"httpstcojekgdxa",0,0,1
"httpstcojevjijhr",0,0,1
"httpstcojfmxwxia",0,0,1
"httpstcojhectimmj",0,0,2
"httpstcojhkmbkxut",0,0,1
"httpstcojkmabfprg",0,0,1
"httpstcojkokpwokh",0,0,1
"httpstcojmkoeoqi",0,0,1
"httpstcojnaultwl",0,0,1
"httpstcojngiblpip",0,0,1
"httpstcojntqdmv",0,0,1
"httpstcojnxjflpk",0,0,1
"httpstcojnzherdow",0,0,1
"httpstcojommetio",0,0,1
"httpstcojsecnau",0,0,1
"httpstcojsxfsouu",0,0,2
"httpstcojszpyniy",0,0,1
"httpstcojtetoguyek",0,0,1
"httpstcojubdxnxewi",0,0,1
"httpstcojumvmfuep",0,0,1
"httpstcojvlkgzavoi",0,0,1
"httpstcojxdbdokrf",0,0,1
"httpstcojxhpalac",0,0,1
"httpstcojyarhyhzx",0,0,2
"httpstcojynetgz",0,0,1
"httpstcojzenbrino",0,0,1
"httpstcokazwivm",0,0,1
"httpstcokbotztxyn",0,0,1
"httpstcokbuzkarld",0,0,1
"httpstcokcnnqygomp",0,0,1
"httpstcokcvdlkhv",0,0,1
"httpstcokhumlotjq",0,0,1
"httpstcokhzqnjz",0,0,1
"httpstcokipaiobd",0,0,1
"httpstcokkephdqlr",0,0,1
"httpstcokloyqoum",0,0,1
"httpstcoklytqrtqfo",0,0,1
"httpstcokmomjzst",0,0,1
"httpstcoknyfgxvptv",0,0,1
"httpstcokppvgsgfh",0,0,3
"httpstcokptqgdaa",0,0,2
"httpstcokpzshtr",0,0,2
"httpstcoksxgyaxwv",0,0,1
"httpstcokuxhpjb",0,0,1
"httpstcokvrvzkx",0,0,1
"httpstcokvsojvnia",0,0,1
"httpstcokvyerwz",0,0,1
"httpstcokxczjgzxq",0,0,1
"httpstcokxwbbgjzmf",0,0,1
"httpstcokyaondffzz",0,0,1
"httpstcolajxuzxc",0,0,1
"httpstcolatotr",0,0,1
"httpstcolbavmltw",0,0,1
"httpstcolchxgynrl",0,0,1
"httpstcolehodsa",0,0,1
"httpstcoleokszpm",0,0,1
"httpstcolesjrzwti",0,0,1
"httpstcoljtgglarc",0,0,1
"httpstcollkmebn",0,0,1
"httpstcolmdvpfmr",0,0,1
"httpstcolmzqqnylku",0,0,1
"httpstcolnhigjvmqo",0,0,1
"httpstcolnyarxlf",0,0,1
"httpstcolpibbov",0,0,1
"httpstcolpspraavmi",0,0,1
"httpstcolqucinra",0,0,1
"httpstcolrwjitpvl",0,0,1
"httpstcolsccvyaehf",0,0,1
"httpstcolsokjgirpf",0,0,1
"httpstcolwdkfso",0,0,1
"httpstcolwixjyahxx",0,0,1
"httpstcolwkjcomb",0,0,1
"httpstcolwqwyjzdj",0,0,1
"httpstcolxcyhpus",0,0,1
"httpstcolxgwrp",0,0,1
"httpstcomcxpmsgn",0,0,1
"httpstcomdbd",0,0,1
"httpstcomdbdrmefff",0,0,1
"httpstcomddlvqkbb",0,0,1
"httpstcomdhbfdsmh",0,0,1
"httpstcomematzd",0,0,1
"httpstcomextqzdfl",0,0,1
"httpstcomfaag",0,0,1
"httpstcomfdayuuy",0,0,1
"httpstcomftfohqfv",0,0,1
"httpstcomichfzw",0,0,1
"httpstcomipqjqqmpi",0,0,1
"httpstcomlnfikzakw",0,0,1
"httpstcomlpgzkd",0,0,1
"httpstcomlrqzxwea",0,0,1
"httpstcomnopofajm",0,0,1
"httpstcomnrcuunrn",0,0,1
"httpstcompklh",0,0,1
"httpstcompmjgqrt",0,0,1
"httpstcompzqqixd",0,0,1
"httpstcomqxgsixl",0,0,1
"httpstcomsleyjognh",0,0,1
"httpstcomsuhzsghuk",0,0,1
"httpstcomtipfqtai",0,0,1
"httpstcomusfcticl",0,0,1
"httpstcomvlgzlq",0,0,1
"httpstcomwjpfo",0,0,1
"httpstcomzusajt",0,0,1
"httpstcon",0,0,1
"httpstcondecopyq",0,0,1
"httpstcondgvvjv",0,0,1
"httpstconduryouhc",0,0,1
"httpstconeczugc",0,0,1
"httpstconehxgrtp",0,0,1
"httpstconeojxfkmu",0,0,1
"httpstconfpohuok",0,0,1
"httpstcongpjibyhyt",0,0,1
"httpstcongsxaogm",0,0,1
"httpstcongziexrsc",0,0,1
"httpstconihwnizey",0,0,1
"httpstconkirjjvssl",0,0,1
"httpstconlqzclmeo",0,0,1
"httpstconlvytznlko",0,0,1
"httpstconmpgshaxyo",0,0,1
"httpstconmrepqrbf",0,0,1
"httpstconnmikpiz",0,0,1
"httpstconptqbwdvbj",0,0,1
"httpstconrsbmxu",0,0,1
"httpstconsjqjziga",0,0,1
"httpstconsnkyxqu",0,0,1
"httpstconsubvog",0,0,1
"httpstconuksphdnc",0,0,1
"httpstconveulcqt",0,0,1
"httpstconvljbjfitn",0,0,1
"httpstconwjszwwm",0,0,1
"httpstconxfmkgpgu",0,0,1
"httpstconxigyx",0,0,1
"httpstconxnuwuitv",0,0,1
"httpstconxyyaqyuyb",0,0,1
"httpstconyknyhio",0,0,1
"httpstconyrpnvvqb",0,0,1
"httpstcooalaiypt",0,0,1
"httpstcooaptskwsb",0,0,1
"httpstcoobjsoybdf",0,0,1
"httpstcoodqwsjn",0,0,1
"httpstcoodzfomrf",0,0,1
"httpstcooecxiacco",0,0,1
"httpstcooicbiri",0,0,2
"httpstcooimgfjfgih",0,0,1
"httpstcoojidpq",0,0,1
"httpstcoojsmozfaq",0,0,1
"httpstcooltzwoh",0,0,1
"httpstcoomijllpxx",0,0,1
"httpstcoomvrzzu",0,0,1
"httpstcoonwibbm",0,0,1
"httpstcooophtzcff",0,0,1
"httpstcooqswhlok",0,0,1
"httpstcoorevwvh",0,0,3
"httpstcoorsebfym",0,0,1
"httpstcoosmhnn",0,0,1
"httpstcoounkpxuh",0,0,1
"httpstcooviiqfgug",0,0,1
"httpstcoowgbauba",0,0,1
"httpstcoownkalr",0,0,1
"httpstcoowpjxjef",0,0,1
"httpstcooychgak",0,0,1
"httpstcooyzlkqcu",0,0,1
"httpstcopampki",0,0,1
"httpstcopckxmfzvii",0,0,1
"httpstcopfsphinom",0,0,1
"httpstcopfxyxolaj",0,0,1
"httpstcopgfdwwtoi",0,0,1
"httpstcopiiyvwdkg",0,0,1
"httpstcopireeswdma",0,0,1
"httpstcopjderfprg",0,0,1
"httpstcopjhsdlyhzd",0,0,1
"httpstcopjpoxcffa",0,0,1
"httpstcopkxmzeeaz",0,0,1
"httpstcoplmmcbmj",0,0,1
"httpstcopmltxjdbu",0,0,1
"httpstcopmupizpxu",0,0,1
"httpstcopplatei",0,0,5
"httpstcopplouuj",0,0,2
"httpstcopqaysifw",0,0,1
"httpstcopqnmhbknfh",0,0,1
"httpstcoprtfpeqm",0,0,1
"httpstcopsareaumd",0,0,1
"httpstcopsloyfpni",0,0,1
"httpstcopspipvliy",0,0,1
"httpstcopssheycun",0,0,1
"httpstcopvdcqdyud",0,0,1
"httpstcopwjnymmhmw",0,0,1
"httpstcopwxdroya",0,0,1
"httpstcopxosqghz",0,0,1
"httpstcopynuavhyl",0,0,1
"httpstcopzqfdo",0,0,1
"httpstcopzslyhgdbf",0,0,1
"httpstcopzvahpqmm",0,0,1
"httpstcoqatkvwabop",0,0,1
"httpstcoqbcftjpfg",0,0,1
"httpstcoqcjguxon",0,0,1
"httpstcoqddihfltt",0,0,1
"httpstcoqduqiybceu",0,0,1
"httpstcoqefaugcoc",0,0,1
"httpstcoqegesvgem",0,0,1
"httpstcoqhpvwcwt",0,0,1
"httpstcoqhvsoaqh",0,0,1
"httpstcoqitjcnid",0,0,1
"httpstcoqjfbhtgh",0,0,1
"httpstcoqjkhoiedma",0,0,1
"httpstcoqkeztsxho",0,0,1
"httpstcoqkfzhkmsfw",0,0,1
"httpstcoqkxrtcmc",0,0,1
"httpstcoqnexoen",0,0,1
"httpstcoqnwxkgmk",0,0,1
"httpstcoqociyyjrb",0,0,1
"httpstcoqplfhnsvtu",0,0,1
"httpstcoqppatiw",0,0,1
"httpstcoqqkhijrr",0,0,1
"httpstcoqqloi",0,0,1
"httpstcoqrkieto",0,0,1
"httpstcoqssapkrkox",0,0,1
"httpstcoqsywfund",0,0,1
"httpstcoqtpufgfru",0,0,1
"httpstcoqvxgsdib",0,0,1
"httpstcoqwbuouh",0,0,1
"httpstcoqwqtflui",0,0,1
"httpstcoqxcpph",0,0,1
"httpstcoqxpailvh",0,0,1
"httpstcoqyjnbvv",0,0,1
"httpstcoqylaobp",0,0,1
"httpstcoqytycfw",0,0,1
"httpstcoqyytyzi",0,0,1
"httpstcoqzeodctszw",0,0,1
"httpstcoratzqaz",0,0,1
"httpstcorbevjlbjjt",0,0,1
"httpstcorcdthrob",0,0,1
"httpstcorddmezen",0,0,1
"httpstcorfrbrui",0,0,1
"httpstcorgfhldvpu",0,0,1
"httpstcorinqegvr",0,0,1
"httpstcoriqkuasml",0,0,1
"httpstcorlnzqxvew",0,0,1
"httpstcorlrein",0,0,1
"httpstcornjkgvouk",0,0,2
"httpstcornpdwoi",0,0,1
"httpstcornsuigxk",0,0,1
"httpstcoronicrt",0,0,1
"httpstcoroqanz",0,0,1
"httpstcorpazyglv",0,0,1
"httpstcorpwspxevt",0,0,4
"httpstcorpxxrgzj",0,0,1
"httpstcorpzman",0,0,1
"httpstcorsqrbnz",0,0,1
"httpstcortjnepri",0,0,1
"httpstcortyrxvzhsr",0,0,1
"httpstcorurgdeoj",0,0,1
"httpstcorvkwvdha",0,0,1
"httpstcorvpjktmcj",0,0,1
"httpstcorvupufdanh",0,0,1
"httpstcorwudwlbcsi",0,0,1
"httpstcosaaktzu",0,0,1
"httpstcosaudgytbr",0,0,1
"httpstcosaxmqeab",0,0,1
"httpstcosbvokwwh",0,0,1
"httpstcosccrqunm",0,0,1
"httpstcoselkfybwsn",0,0,1
"httpstcoseysafgso",0,0,1
"httpstcosfgubewsj",0,0,1
"httpstcosgbdjczb",0,0,1
"httpstcosgmensnt",0,0,1
"httpstcoskcjaqyla",0,0,1
"httpstcosklmhzcr",0,0,1
"httpstcosknazilppn",0,0,1
"httpstcoskslhuzfu",0,0,1
"httpstcosliahsdzj",0,0,1
"httpstcoslmisvxq",0,0,1
"httpstcoslmscbhd",0,0,1
"httpstcosnhjiioxew",0,0,1
"httpstcosoejodzz",0,0,1
"httpstcospinwimtd",0,0,2
"httpstcospnslwzdq",0,0,1
"httpstcospoqkmwi",0,0,1
"httpstcosswdbcoiy",0,0,1
"httpstcoszdesknyg",0,0,1
"httpstcosznuefqgd",0,0,1
"httpstcotabstt",0,0,2
"httpstcotakoxfrb",0,0,1
"httpstcotbdyckelz",0,0,1
"httpstcotbmtvjetyr",0,0,1
"httpstcotcfknyfzv",0,0,1
"httpstcotcobvlf",0,0,1
"httpstcotcvsdlf",0,0,1
"httpstcotcydbyhfkf",0,0,1
"httpstcotdbjdog",0,0,1
"httpstcoteprocxt",0,0,1
"httpstcotfrxoidgf",0,0,1
"httpstcotgryvrhg",0,0,1
"httpstcothqacduq",0,0,1
"httpstcotirtfwq",0,0,1
"httpstcotjtfxjuoc",0,0,1
"httpstcotkkepbfur",0,0,1
"httpstcotkmikyh",0,0,1
"httpstcotkseubpif",0,0,1
"httpstcotmwixuv",0,0,1
"httpstcototllwhf",0,0,1
"httpstcotqiiotlcb",0,0,6
"httpstcottgkwkchp",0,0,1
"httpstcottritazx",0,0,1
"httpstcotvekxcbr",0,0,1
"httpstcotxjzikzn",0,0,1
"httpstcotxulxng",0,0,1
"httpstcotzyxen",0,0,1
"httpstcouagpztirn",0,0,1
"httpstcoubfuuioxlg",0,0,1
"httpstcoucdcptyhuk",0,0,1
"httpstcoudeqxvpv",0,0,1
"httpstcoudfkzzpr",0,0,1
"httpstcoudqacuccj",0,0,1
"httpstcouelmykz",0,0,1
"httpstcoufyspfpbm",0,0,1
"httpstcouggavqnd",0,0,1
"httpstcoujptdytp",0,0,1
"httpstcoumnsmauo",0,0,2
"httpstcoumpdqqryt",0,0,1
"httpstcouqklbmjuz",0,0,1
"httpstcouraisfrj",0,0,1
"httpstcouraqxnhijk",0,0,1
"httpstcourdsqc",0,0,1
"httpstcourmxonlvc",0,0,1
"httpstcousxbfkkzn",0,0,1
"httpstcoutbhjgkwxm",0,0,1
"httpstcoutocziot",0,0,1
"httpstcouu",0,0,1
"httpstcouuaexewoy",0,0,1
"httpstcouudxnhpu",0,0,1
"httpstcouvpnvglvz",0,0,1
"httpstcouzegzxbl",0,0,1
"httpstcouzshllmtv",0,0,1
"httpstcovdngqbhwo",0,0,1
"httpstcovenkfdwssb",0,0,1
"httpstcovfsdtcmd",0,0,1
"httpstcovfvgoqmqj",0,0,1
"httpstcovgmkcsli",0,0,1
"httpstcovibjdgnh",0,0,1
"httpstcovioamr",0,0,1
"httpstcovjkbfrtwi",0,0,1
"httpstcovooexj",0,0,1
"httpstcovopzrepb",0,0,1
"httpstcovpglowh",0,0,1
"httpstcovrexsilqjj",0,0,1
"httpstcovsbpjldqp",0,0,1
"httpstcovsethdun",0,0,1
"httpstcovswpfhncgu",0,0,1
"httpstcovsxcmttcg",0,0,1
"httpstcovteropilo",0,0,1
"httpstcovvoib",0,0,1
"httpstcovvteukelr",0,0,1
"httpstcovxnscizkcx",0,0,1
"httpstcowbmcezrlfm",0,0,2
"httpstcowclhazpwaj",0,0,1
"httpstcowdegvhtmff",0,0,1
"httpstcowdztfyc",0,0,1
"httpstcoweufwba",0,0,1
"httpstcowfkrdoam",0,0,1
"httpstcowhvickqoi",0,0,1
"httpstcowibcuzqbr",0,0,1
"httpstcowiyyxpifc",0,0,1
"httpstcowjgfqx",0,0,1
"httpstcowjgfqxluwx",0,0,1
"httpstcowlnrrkc",0,0,1
"httpstcowobfcytpl",0,0,1
"httpstcowonelrngz",0,0,1
"httpstcowqybmtqs",0,0,1
"httpstcowrhzzypf",0,0,1
"httpstcowrrvaojpsa",0,0,1
"httpstcowsdshapq",0,0,1
"httpstcowsvkkzbdj",0,0,1
"httpstcowsvxdashc",0,0,1
"httpstcowxycuuzl",0,0,1
"httpstcowysiimlj",0,0,1
"httpstcowzcojypl",0,0,1
"httpstcowzovrxkmlg",0,0,1
"httpstcoxapkczxmv",0,0,1
"httpstcoxbemlwww",0,0,1
"httpstcoxctlbxusm",0,0,1
"httpstcoxdvgrwkdkh",0,0,1
"httpstcoxefkhwlm",0,0,1
"httpstcoxfavjusjg",0,0,1
"httpstcoxgfuskl",0,0,1
"httpstcoxhfjtwck",0,0,1
"httpstcoxhxwynla",0,0,1
"httpstcoxmbsyk",0,0,1
"httpstcoxnelswk",0,0,1
